msa-code,metro-code,metro-name,program,limit-type,median-price,limit-1-unit,limit-2-units,limit-3-units,limit-4-units,state,county-fips,state-name,county-name,county-transaction-date,limit-transaction-date,median-price-determining-limit,year-for-median-determining-limit
,,,203B,S,,0472030,0604400,0730525,0907900,,,,,,20230101,,
,,,ZZ203,S,,1089300,1394775,1685850,2095200,,,,,,20221122,,
99999,00000,NON-METRO,203B,S,0174000,0472030,0604400,0730525,0907900,AK,013,ALASKA,ALEUTIANS EAST,,20230101,0214000,2013
99999,00000,NON-METRO,203B,H,0437000,0545100,0697800,0843500,1048300,AK,016,ALASKA,ALEUTIANS WEST,,20210101,0474000,2020
11260,00000,"ANCHORAGE, AK",203B,S,0405000,0472030,0604400,0730525,0907900,AK,020,ALASKA,ANCHORAGE MUNIC,,20230101,0405000,2022
99999,00000,NON-METRO,203B,S,0113000,0472030,0604400,0730525,0907900,AK,050,ALASKA,BETHEL CENSUS A,,20230101,0208000,2015
99999,00000,NON-METRO,203B,S,0282000,0472030,0604400,0730525,0907900,AK,060,ALASKA,BRISTOL BAY BOR,,20230101,0298000,2020
99999,00000,NON-METRO,203B,S,0320000,0472030,0604400,0730525,0907900,AK,063,ALASKA,CHUGACH CENSUS,,20230101,0320000,2022
99999,00000,NON-METRO,203B,S,0320000,0472030,0604400,0730525,0907900,AK,066,ALASKA,COPPER RIVER CE,,20230101,0320000,2022
99999,00000,NON-METRO,203B,S,0297000,0472030,0604400,0730525,0907900,AK,068,ALASKA,DENALI BOROUGH,,20230101,0297000,2022
99999,00000,NON-METRO,203B,S,0198000,0472030,0604400,0730525,0907900,AK,070,ALASKA,DILLINGHAM CENS,,20230101,0259000,2017
21820,00000,"FAIRBANKS, AK",203B,S,0311000,0472030,0604400,0730525,0907900,AK,090,ALASKA,FAIRBANKS NORTH,,20230101,0311000,2022
99999,00000,NON-METRO,203B,S,0200000,0472030,0604400,0730525,0907900,AK,100,ALASKA,HAINES BOROUGH,,20230101,0256000,2018
99999,00000,NON-METRO,203B,H,0456000,0524400,0671300,0811450,1008450,AK,105,ALASKA,HOONAH-ANGOON C,,20230101,0456000,2022
27940,00000,"JUNEAU, AK",203B,H,0464000,0533600,0683100,0825700,1026150,AK,110,ALASKA,JUNEAU CITY AND,,20230101,0464000,2022
