msa-code,metro-code,metro-name,program,limit-type,median-price,limit-1-unit,limit-2-units,limit-3-units,limit-4-units,state,county-fips,state-name,county-name,county-transaction-date,limit-transaction-date,median-price-determining-limit,year-for-median-determining-limit
,,,ZZGSE,S,,0726525,0930300,1124475,1397400,,,,,,20190101,,
,,,GSE,S,,0484350,0620200,0749650,0931600,,,,,,20190101,,
99999,00000,NON-METRO,GSE,S,0133000,0726525,0930300,1124475,1397400,AK,013,ALASKA,ALEUTIANS EAST,20181123,20190101,0214000,2013
99999,00000,NON-METRO,GSE,S,0226000,0726525,0930300,1124475,1397400,AK,016,ALASKA,ALEUTIANS WEST,20181123,20190101,0335000,2013
11260,00000,"ANCHORAGE, AK",GSE,S,0349000,0726525,0930300,1124475,1397400,AK,020,ALASKA,ANCHORAGE MUNIC,20181123,20190101,0349000,2018
99999,00000,NON-METRO,GSE,S,0162000,0726525,0930300,1124475,1397400,AK,050,ALASKA,BETHEL CENSUS A,20181123,20190101,0208000,2015
99999,00000,NON-METRO,GSE,S,0213000,0726525,0930300,1124475,1397400,AK,060,ALASKA,BRISTOL BAY BOR,20181123,20190101,0273000,2015
99999,00000,NON-METRO,GSE,S,0244000,0726525,0930300,1124475,1397400,AK,068,ALASKA,DENALI BOROUGH,20181123,20190101,0259000,2013
99999,00000,NON-METRO,GSE,S,0210000,0726525,0930300,1124475,1397400,AK,070,ALASKA,DILLINGHAM CENS,20181123,20190101,0259000,2017
21820,00000,"FAIRBANKS, AK",GSE,S,0242000,0726525,0930300,1124475,1397400,AK,090,ALASKA,FAIRBANKS NORTH,20181123,20190101,0242000,2018
99999,00000,NON-METRO,GSE,S,0256000,0726525,0930300,1124475,1397400,AK,100,ALASKA,HAINES BOROUGH,20181123,20190101,0256000,2018
99999,00000,NON-METRO,GSE,S,0251000,0726525,0930300,1124475,1397400,AK,105,ALASKA,HOONAH-ANGOON C,20181123,20190101,0251000,2018
27940,00000,"JUNEAU, AK",GSE,S,0396000,0726525,0930300,1124475,1397400,AK,110,ALASKA,JUNEAU CITY AND,20181123,20190101,0396000,2018
99999,00000,NON-METRO,GSE,S,0224000,0726525,0930300,1124475,1397400,AK,122,ALASKA,KENAI PENINSULA,20181123,20190101,0224000,2018
28540,00000,"KETCHIKAN, AK",GSE,S,0321000,0726525,0930300,1124475,1397400,AK,130,ALASKA,KETCHIKAN GATEW,20181123,20190101,0321000,2018
99999,00000,NON-METRO,GSE,S,0354000,0726525,0930300,1124475,1397400,AK,150,ALASKA,KODIAK ISLAND B,20181123,20190101,0354000,2018
99999,00000,NON-METRO,GSE,S,0109000,0726525,0930300,1124475,1397400,AK,158,ALASKA,KUSILVAK CENSUS,20181123,20190101,0161000,2013
99999,00000,NON-METRO,GSE,S,0155000,0726525,0930300,1124475,1397400,AK,164,ALASKA,LAKE AND PENINS,20181123,20190101,0164000,2016
11260,00000,"ANCHORAGE, AK",GSE,S,0349000,0726525,0930300,1124475,1397400,AK,170,ALASKA,MATANUSKA-SUSIT,20181123,20190101,0349000,2018
99999,00000,NON-METRO,GSE,S,0319000,0726525,0930300,1124475,1397400,AK,180,ALASKA,NOME CENSUS ARE,20181123,20190101,0340000,2017
99999,00000,NON-METRO,GSE,S,0165000,0726525,0930300,1124475,1397400,AK,185,ALASKA,NORTH SLOPE BOR,20181123,20190101,0289000,2013
99999,00000,NON-METRO,GSE,S,0157000,0726525,0930300,1124475,1397400,AK,188,ALASKA,NORTHWEST ARCTI,20181123,20190101,0204000,2016
99999,00000,NON-METRO,GSE,S,0228000,0726525,0930300,1124475,1397400,AK,195,ALASKA,PETERSBURG CENS,20181123,20190101,0289000,2013
99999,00000,NON-METRO,GSE,S,0183000,0726525,0930300,1124475,1397400,AK,198,ALASKA,PRINCE OF WALES,20181123,20190101,0225000,2013
99999,00000,NON-METRO,GSE,S,0423000,0726525,0930300,1124475,1397400,AK,220,ALASKA,SITKA CITY AND,20181123,20190101,0423000,2018
99999,00000,NON-METRO,GSE,S,0327000,0726525,0930300,1124475,1397400,AK,230,ALASKA,SKAGWAY MUNICIP,20181123,20190101,0361000,2016
99999,00000,NON-METRO,GSE,S,0216000,0726525,0930300,1124475,1397400,AK,240,ALASKA,SOUTHEAST FAIRB,20181123,20190101,0228000,2016
99999,00000,NON-METRO,GSE,S,0244000,0726525,0930300,1124475,1397400,AK,261,ALASKA,VALDEZ-CORDOVA,20181123,20190101,0255000,2013
99999,00000,NON-METRO,GSE,S,0196000,0726525,0930300,1124475,1397400,AK,275,ALASKA,WRANGELL CITY A,20181123,20190101,0289000,2013
99999,00000,NON-METRO,GSE,S,0177000,0726525,0930300,1124475,1397400,AK,282,ALASKA,YAKUTAT CITY AN,20181123,20190101,0366000,2013
99999,00000,NON-METRO,GSE,S,0097000,0726525,0930300,1124475,1397400,AK,290,ALASKA,YUKON-KOYUKUK C,20181123,20190101,0117000,2015
33860,00000,"MONTGOMERY, AL",GSE,S,0152000,0484350,0620200,0749650,0931600,AL,001,ALABAMA,AUTAUGA,20181123,20190101,0172000,2011
19300,00000,"DAPHNE-FAIRHOPE-FOLEY, AL",GSE,S,0184000,0484350,0620200,0749650,0931600,AL,003,ALABAMA,BALDWIN,20181123,20190101,0195000,2008
21640,00000,"EUFAULA, AL-GA",GSE,S,0096000,0484350,0620200,0749650,0931600,AL,005,ALABAMA,BARBOUR,20181123,20190101,0126000,2010
13820,00000,"BIRMINGHAM-HOOVER, AL",GSE,S,0200000,0484350,0620200,0749650,0931600,AL,007,ALABAMA,BIBB,20181123,20190101,0200000,2018
13820,00000,"BIRMINGHAM-HOOVER, AL",GSE,S,0200000,0484350,0620200,0749650,0931600,AL,009,ALABAMA,BLOUNT,20181123,20190101,0200000,2018
99999,00000,NON-METRO,GSE,S,0073000,0484350,0620200,0749650,0931600,AL,011,ALABAMA,BULLOCK,20181123,20190101,0076000,2010
99999,00000,NON-METRO,GSE,S,0089000,0484350,0620200,0749650,0931600,AL,013,ALABAMA,BUTLER,20181123,20190101,0099000,2017
11500,00000,"ANNISTON-OXFORD-JACKSONVILLE, AL",GSE,S,0111000,0484350,0620200,0749650,0931600,AL,015,ALABAMA,CALHOUN,20181123,20190101,0117000,2017
46740,00000,"VALLEY, AL",GSE,S,0046000,0484350,0620200,0749650,0931600,AL,017,ALABAMA,CHAMBERS,20181123,20190101,0098000,2010
99999,00000,NON-METRO,GSE,S,0120000,0484350,0620200,0749650,0931600,AL,019,ALABAMA,CHEROKEE,20181123,20190101,0120000,2018
13820,00000,"BIRMINGHAM-HOOVER, AL",GSE,S,0200000,0484350,0620200,0749650,0931600,AL,021,ALABAMA,CHILTON,20181123,20190101,0200000,2018
99999,00000,NON-METRO,GSE,S,0069000,0484350,0620200,0749650,0931600,AL,023,ALABAMA,CHOCTAW,20181123,20190101,0084000,2010
99999,00000,NON-METRO,GSE,S,0092000,0484350,0620200,0749650,0931600,AL,025,ALABAMA,CLARKE,20181123,20190101,0113000,2010
99999,00000,NON-METRO,GSE,S,0062000,0484350,0620200,0749650,0931600,AL,027,ALABAMA,CLAY,20181123,20190101,0087000,2010
99999,00000,NON-METRO,GSE,S,0115000,0484350,0620200,0749650,0931600,AL,029,ALABAMA,CLEBURNE,20181123,20190101,0115000,2018
21460,00000,"ENTERPRISE, AL",GSE,S,0110000,0484350,0620200,0749650,0931600,AL,031,ALABAMA,COFFEE,20181123,20190101,0136000,2014
22520,00000,"FLORENCE-MUSCLE SHOALS, AL",GSE,S,0131000,0484350,0620200,0749650,0931600,AL,033,ALABAMA,COLBERT,20181123,20190101,0154000,2015
99999,00000,NON-METRO,GSE,S,0077000,0484350,0620200,0749650,0931600,AL,035,ALABAMA,CONECUH,20181123,20190101,0078000,2010
45180,00000,"TALLADEGA-SYLACAUGA, AL",GSE,S,0086000,0484350,0620200,0749650,0931600,AL,037,ALABAMA,COOSA,20181123,20190101,0158000,2009
99999,00000,NON-METRO,GSE,S,0069000,0484350,0620200,0749650,0931600,AL,039,ALABAMA,COVINGTON,20181123,20190101,0082000,2010
99999,00000,NON-METRO,GSE,S,0083000,0484350,0620200,0749650,0931600,AL,041,ALABAMA,CRENSHAW,20181123,20190101,0083000,2018
18980,00000,"CULLMAN, AL",GSE,S,0100000,0484350,0620200,0749650,0931600,AL,043,ALABAMA,CULLMAN,20181123,20190101,0114000,2008
37120,00000,"OZARK, AL",GSE,S,0073000,0484350,0620200,0749650,0931600,AL,045,ALABAMA,DALE,20181123,20190101,0118000,2013
42820,00000,"SELMA, AL",GSE,S,0086000,0484350,0620200,0749650,0931600,AL,047,ALABAMA,DALLAS,20181123,20190101,0097000,2010
22840,00000,"FORT PAYNE, AL",GSE,S,0106000,0484350,0620200,0749650,0931600,AL,049,ALABAMA,DEKALB,20181123,20190101,0107000,2014
33860,00000,"MONTGOMERY, AL",GSE,S,0152000,0484350,0620200,0749650,0931600,AL,051,ALABAMA,ELMORE,20181123,20190101,0172000,2011
12120,00000,"ATMORE, AL",GSE,S,0100000,0484350,0620200,0749650,0931600,AL,053,ALABAMA,ESCAMBIA,20181123,20190101,0102000,2016
23460,00000,"GADSDEN, AL",GSE,S,0105000,0484350,0620200,0749650,0931600,AL,055,ALABAMA,ETOWAH,20181123,20190101,0116000,2009
99999,00000,NON-METRO,GSE,S,0082000,0484350,0620200,0749650,0931600,AL,057,ALABAMA,FAYETTE,20181123,20190101,0111000,2010
99999,00000,NON-METRO,GSE,S,0065000,0484350,0620200,0749650,0931600,AL,059,ALABAMA,FRANKLIN,20181123,20190101,0092000,2010
20020,00000,"DOTHAN, AL",GSE,S,0125000,0484350,0620200,0749650,0931600,AL,061,ALABAMA,GENEVA,20181123,20190101,0171000,2011
99999,00000,NON-METRO,GSE,S,0073000,0484350,0620200,0749650,0931600,AL,063,ALABAMA,GREENE,20181123,20190101,0081000,2008
46220,00000,"TUSCALOOSA, AL",GSE,S,0162000,0484350,0620200,0749650,0931600,AL,065,ALABAMA,HALE,20181123,20190101,0288000,2015
20020,00000,"DOTHAN, AL",GSE,S,0125000,0484350,0620200,0749650,0931600,AL,067,ALABAMA,HENRY,20181123,20190101,0171000,2011
20020,00000,"DOTHAN, AL",GSE,S,0125000,0484350,0620200,0749650,0931600,AL,069,ALABAMA,HOUSTON,20181123,20190101,0171000,2011
42460,00000,"SCOTTSBORO, AL",GSE,S,0111000,0484350,0620200,0749650,0931600,AL,071,ALABAMA,JACKSON,20181123,20190101,0111000,2018
13820,00000,"BIRMINGHAM-HOOVER, AL",GSE,S,0200000,0484350,0620200,0749650,0931600,AL,073,ALABAMA,JEFFERSON,20181123,20190101,0200000,2018
99999,00000,NON-METRO,GSE,S,0076000,0484350,0620200,0749650,0931600,AL,075,ALABAMA,LAMAR,20181123,20190101,0096000,2010
22520,00000,"FLORENCE-MUSCLE SHOALS, AL",GSE,S,0131000,0484350,0620200,0749650,0931600,AL,077,ALABAMA,LAUDERDALE,20181123,20190101,0154000,2015
19460,00000,"DECATUR, AL",GSE,S,0112000,0484350,0620200,0749650,0931600,AL,079,ALABAMA,LAWRENCE,20181123,20190101,0156000,2015
12220,00000,"AUBURN-OPELIKA, AL",GSE,S,0172000,0484350,0620200,0749650,0931600,AL,081,ALABAMA,LEE,20181123,20190101,0197000,2017
26620,00000,"HUNTSVILLE, AL",GSE,S,0167000,0484350,0620200,0749650,0931600,AL,083,ALABAMA,LIMESTONE,20181123,20190101,0195000,2008
33860,00000,"MONTGOMERY, AL",GSE,S,0152000,0484350,0620200,0749650,0931600,AL,085,ALABAMA,LOWNDES,20181123,20190101,0172000,2011
99999,00000,NON-METRO,GSE,S,0082000,0484350,0620200,0749650,0931600,AL,087,ALABAMA,MACON,20181123,20190101,0108000,2010
